Name,Spotify ID
Kavita Krishnamurthy,6WPmTGeeoymoVlXVtsCwz7
Nas,20qISvAhX20dpIbOOzGK3q
Novo Amor,0rZp7G3gIH6WkyeXbrZnGi
A7S,5Wg2b4Mp42gicxEeDNawf7
AJR,6s22t5Y3prQHyaHWUN1R1C
Jess Glynne,4ScCswdRlyA23odg9thgIO
Wizkid,3tVQdUvClmAT7URs9V3rsp
Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL
MARINA,6CwfuxIqcltXDGjfZsMd9A
C. Tangana,5TYxZTjIPqKM8K8NuP9woO
INXS,1eClJfHLoDI4rZe5HxzBFv
João Gomes,4JNo6Q5KdcRf1vtSX9mB0S
CKay,048LktY5zMnakWq7PTtFrz
Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz
Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj
Kailash Kher,4oVMLzAqW6qhRpZWt8fNw4
Majid Jordan,4HzKw8XcD0piJmDrrPRCYk
INNA,2w9zwq3AktTeYYMuhMjju8
Bleachers,2eam0iDomRHGBypaDQLwWI
Heart,34jw2BbxjoYalTp8cJFCPv
MK,1yqxFtPHKcGcv6SXZNdyT9
Sachet-Parampara,1SyKki7JI1AZNKwgNMkn25
Talking Heads,2x9SpqnPi8rlE9pjHBwmSC
Hoobastank,2MqhkhX4npxDZ62ObR5ELO
Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr
Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c
Dhvani Bhanushali,1OPqAyxsQc8mcRmoNBAnVk
Danna Paola,5xSx2FM8mQnrfgM1QsHniB
Tulus,2iDVt6mFbtbDEZG5ax0dTi
Colbie Caillat,6aZyMrc4doVtZyKNilOmwu
Chicago,3iDD7bnsjL9J4fO298r0L0
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY
Surf Curse,1gl0S9pS0Zw0qfa14rDD3D
R. D. Burman,2JSYASbWU5Y0fVpts3Eq7g
Vicente Fernández,4PPoI9LuYeFX8V674Z1R6l
Nina Simone,7G1GBhoKtEPnP86X2PvEYO
Bacilos,1mux8L6xg2Cmrc7k0wQczl
Maggie Rogers,4NZvixzsSefsNiIqXn0NDe
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz
Roy Orbison,0JDkhL4rjiPNEp92jAgJnS
Jungle,59oA5WbbQvomJz2BuRG071
BØRNS,1KP6TWI40m7p3QBTU6u2xo
Zion,21451j1KhjAiaYKflxBjr1
Yuridia,5B8ApeENp4bE4EE3LI8jK2
The Verve,2cGwlqi3k18jFpUyTrsR84
Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5
